adresse_typevoie,nb_entites,surface_totale_reelle,competence,presence_cloture,type_ev,poly_area,categorie,annee_ouverture,surface_horticole,perimeter,ouvert_ferme,densite_espaces,ratio_horticole,latitude,longitude,arrondissement,zone_paris,age_espace,taille_categorie,latitude_fixed,longitude_fixed
RUE,6.0,130.0,CP,0,Décorations sur la voie publique,129.0,Jardiniere,2020,130.0,181.36106644,2,0.046153846153846156,1.0,2.4105667501414727,48.85755515982383,20.0,Nord,5,Petit,48.85755515982383,2.4105667501414727
RUE,1.0,4580.0,CA,1,Promenades ouvertes,6640.0,Jardin,2000,3298.0,582.53793025,0,0.0002183406113537118,0.7200873362445415,2.3562863092413804,48.83469613687367,13.0,Sud,25,Moyen,48.83469613687367,2.3562863092413804
SQUARE DE LA,1.0,2800.0,CA,0,Promenades ouvertes,2660.0,Square,1988,1027.0,209.0400264,1,0.00035714285714285714,0.36678571428571427,2.4061153321419173,48.85796695343742,20.0,Nord,37,Moyen,48.85796695343742,2.4061153321419173
RUE DU,3.0,26.0,CA,0,Décorations sur la voie publique,12.0,Jardiniere,2019,26.0,23.03133366,2,0.11538461538461539,1.0,2.2898651336315217,48.85181009279165,15.0,Ouest,6,Petit,48.85181009279165,2.2898651336315217
RUE,1.0,2500.0,CA,1,Promenades ouvertes,2577.0,Jardin,2011,1875.0,400.45475041,0,0.0004,0.75,2.291441832094474,48.84001332130582,15.0,Ouest,14,Moyen,48.84001332130582,2.291441832094474
RUE DES,1.0,85.0,CA,0,Décorations sur la voie publique,85.0,Jardiniere,2009,85.0,68.31109167,2,0.011764705882352941,1.0,2.389406551629588,48.866446495255595,20.0,Nord,16,Petit,48.866446495255595,2.389406551629588
RUE,1.0,63.0,0,0,Murs végétalisés,,Murs vegetalises,2016,63.0,181.36106644,2,0.015873015873015872,1.0,2.3031928965067854,48.82605566351322,14.0,Ouest,9,Petit,48.82605566351322,2.3031928965067854
RUE,5.0,344.0,CA,0,Décorations sur la voie publique,,Jardiniere,2023,344.0,181.36106644,2,0.014534883720930232,1.0,2.3793435772607348,48.88602344198573,19.0,Nord,2,Petit,48.88602344198573,2.3793435772607348
RUE DE,1.0,34.0,CA,0,Décorations sur la voie publique,,Jardiniere,2022,31.0,181.36106644,2,0.029411764705882353,0.9117647058823529,2.3802902670115644,48.85134765456831,11.0,Est,3,Petit,48.85134765456831,2.3802902670115644
RUE DE,2.0,60.0,CA,0,Décorations sur la voie publique,57.0,Jardiniere,2019,60.0,46.77256258,2,0.03333333333333333,1.0,2.307851490244222,48.889042400335256,17.0,Nord,6,Petit,48.889042400335256,2.307851490244222
RUE DE L',1.0,1034.0,CA,1,Promenades ouvertes,1383.0,Square,2017,675.0,136.30388317,0,0.0009671179883945841,0.6528046421663443,2.3504575605902147,48.8710779551507,10.0,Est,8,Moyen,48.8710779551507,2.3504575605902147
RUE,4.0,245.0,CA,0,Décorations sur la voie publique,232.0,Plate-bande,2019,245.0,139.66108442,2,0.0163265306122449,1.0,2.2812897832179164,48.85582829303371,16.0,Ouest,6,Petit,48.85582829303371,2.2812897832179164
RUE DES,1.0,43.0,CP,0,Murs végétalisés,19.0,Murs vegetalises,2010,45.52628324056896,37.51515238,2,0.023255813953488372,1.0,2.400465361258261,48.861261309729386,20.0,Nord,15,Petit,48.861261309729386,2.400465361258261
RUE DE,7.0,117.0,CA,0,Décorations sur la voie publique,140.0,Jardiniere,2019,117.0,142.40024549,2,0.05982905982905983,1.0,2.3083149296234464,48.833679873114505,15.0,Ouest,6,Petit,48.833679873114505,2.3083149296234464
RUE,1.0,32.0,CA,0,Décorations sur la voie publique,30.0,Jardiniere,2019,32.0,22.09408201,2,0.03125,1.0,2.3436047218543075,48.85284372889782,6.0,Est,6,Petit,48.85284372889782,2.3436047218543075
PLACE,1.0,192.0,CA,1,Promenades ouvertes,197.0,Jardin,1988,84.0,64.10630827,0,0.005208333333333333,0.4375,2.403746701651852,48.860247986614574,20.0,Nord,37,Petit,48.860247986614574,2.403746701651852
RUE,6.0,27.0,0,0,Murs végétalisés,,Murs vegetalises,2016,27.0,181.36106644,2,0.2222222222222222,1.0,2.383903251518677,48.859572817566246,11.0,Est,9,Petit,48.859572817566246,2.383903251518677
RUE,1.0,92.0,CA,0,Décorations sur la voie publique,146.0,Jardiniere,2019,92.0,67.10892804,2,0.010869565217391304,1.0,2.3273901883623216,48.856784699062445,7.0,Est,6,Petit,48.856784699062445,2.3273901883623216
AVENUE DE,9.0,122.0,CA,0,Décorations sur la voie publique,132.0,Jardiniere,2019,122.0,134.63834024,2,0.07377049180327869,1.0,2.3978133599379814,48.849681732544596,11.0,Est,6,Petit,48.849681732544596,2.3978133599379814
SQUARE,2.0,10.0,CA,0,Décorations sur la voie publique,6.0,Jardiniere,2019,10.0,23.27396939,2,0.2,1.0,2.367584004808692,48.84662692846207,12.0,Sud,6,Petit,48.84662692846207,2.367584004808692
ALLEE,3.0,166.0,CA,0,Décorations sur la voie publique,190.0,Jardiniere,2001,166.0,141.56694842,2,0.018072289156626505,1.0,2.357089964877288,48.821949115046145,13.0,Sud,24,Petit,48.821949115046145,2.357089964877288
RUE,1.0,43.0,CP,0,Murs végétalisés,0.0,Murs vegetalises,2005,45.52628324056896,7.7606356,2,0.023255813953488372,1.0,2.3490943143259924,48.86607349945444,2.0,Centre,20,Petit,48.86607349945444,2.3490943143259924
AVENUE DES,31.0,799.0,CA,0,Décorations sur la voie publique,783.0,Jardiniere,2019,799.0,761.36397807,2,0.03879849812265332,1.0,2.35363547431334,48.834203008678806,13.0,Sud,6,Petit,48.834203008678806,2.35363547431334
RUE DE LA,1.0,6120.0,CA,0,Promenades ouvertes,6593.0,Jardin d'immeubles,1964,2976.0,625.10591646,1,0.0001633986928104575,0.48627450980392156,2.398556054958553,48.88835081938803,19.0,Nord,61,Moyen,48.88835081938803,2.398556054958553
RUE DU,1.0,125.0,CA,1,Jardinets décoratifs,127.0,Jardinet,1990,125.0,46.49736275,0,0.008,1.0,2.3423830777164554,48.89766637875968,18.0,Nord,35,Petit,48.89766637875968,2.3423830777164554
RUE,1.0,2900.0,CA,1,Promenades ouvertes,2855.0,Square,1986,1433.0,249.99747344,0,0.0003448275862068965,0.4941379310344828,2.3642975292608397,48.82306111867952,13.0,Sud,39,Moyen,48.82306111867952,2.3642975292608397
RUE,1.0,6527.0,CA,1,Promenades ouvertes,6361.0,Square,1982,3861.0,379.32222097,0,0.00015320974413972729,0.5915428221234871,2.3308211310515197,48.899770938735315,18.0,Nord,43,Moyen,48.899770938735315,2.3308211310515197
RUE DE,1.0,43.0,CP,0,Murs végétalisés,2.0,Murs vegetalises,2005,45.52628324056896,18.67146194,2,0.023255813953488372,1.0,2.2973902541527362,48.8654891271315,16.0,Ouest,20,Petit,48.8654891271315,2.2973902541527362
BOULEVARD,1.0,5582.0,CA,1,Promenades ouvertes,5530.0,Jardin,2018,3300.0,291.97543775,1,0.00017914725904693657,0.5911859548548907,2.3739335642103994,48.86051864312489,11.0,Est,7,Moyen,48.86051864312489,2.3739335642103994
RUE,3.0,15.0,CA,0,Décorations sur la voie publique,8.0,Jardiniere,2003,15.0,20.61536581,2,0.2,1.0,2.345077268016991,48.86665886871803,2.0,Centre,22,Petit,48.86665886871803,2.345077268016991
,1.0,1500.0,0,0,Périphérique,608.0,Talus,2015,1473.1645702866226,146.14215327,2,0.0006666666666666666,0.9821097135244151,2.2778280268470845,48.8332267422274,15.0,Ouest,10,Moyen,48.8332267422274,2.2778280268470845
RUE DE L',1.0,1678.0,CA,1,Promenades ouvertes,1732.0,Jardin,2007,1246.0,196.14634431,0,0.0005959475566150178,0.7425506555423123,2.357498584236722,48.82261342708493,13.0,Sud,18,Moyen,48.82261342708493,2.357498584236722
,1.0,1500.0,0,0,Périphérique,162.0,Talus,2015,1473.1645702866226,89.74971347,2,0.0006666666666666666,0.9821097135244151,2.2578441834408953,48.83536862620478,16.0,Ouest,10,Moyen,48.83536862620478,2.2578441834408953
RUE DU,1.0,2190.0,CA,1,Promenades ouvertes,2233.0,Square,1913,1078.0,205.58152916,0,0.00045662100456621003,0.4922374429223744,2.363198090635697,48.858369953469,3.0,Centre,112,Moyen,48.858369953469,2.363198090635697
RUE,1.0,2128.0,CA,1,Promenades ouvertes,2060.0,Square,1923,1067.0,185.05210654,0,0.00046992481203007516,0.5014097744360902,2.3627599474038514,48.85806580139278,3.0,Centre,102,Moyen,48.85806580139278,2.3627599474038514
RUE DES,1.0,130.0,CA,1,Promenades ouvertes,127.0,Jardinet,2004,130.0,45.86660036,0,0.007692307692307693,1.0,2.3616418938473718,48.86306513083119,3.0,Centre,21,Petit,48.86306513083119,2.3616418938473718
RUE DE,1.0,1147.0,CA,1,Promenades ouvertes,1149.0,Square,1962,460.0,209.47414147,0,0.0008718395815170009,0.4010462074978204,2.383435659595748,48.856682591663656,11.0,Est,63,Moyen,48.856682591663656,2.383435659595748
RUE DU,1.0,2816.0,CA,1,Promenades ouvertes,2830.0,Square,2003,2014.0,214.74611678,0,0.0003551136363636364,0.7151988636363636,2.3692302385580555,48.82534298153357,13.0,Sud,22,Moyen,48.82534298153357,2.3692302385580555
RUE DE,1.0,1500.0,CA,1,Promenades ouvertes,1520.0,Square,2012,840.0,189.36382599,0,0.0006666666666666666,0.56,2.356202700910435,48.885329532724285,18.0,Nord,13,Moyen,48.885329532724285,2.356202700910435
RUE DU,1.0,154.0,CA,1,"Ephémères, partagés, pédagogiques",175.0,Jardin partage,2016,154.0,52.87101919,0,0.006493506493506494,1.0,2.373456502409104,48.87386241641305,10.0,Est,9,Petit,48.87386241641305,2.373456502409104
RUE,1.0,1266.0,CA,1,Promenades ouvertes,1306.0,Square,1936,261.0,178.2402791,0,0.0007898894154818325,0.20616113744075829,2.338694587135519,48.88486176113352,18.0,Nord,89,Moyen,48.88486176113352,2.338694587135519
VILLA DE L',1.0,50.0,CA,0,Décorations sur la voie publique,62.0,Jardiniere,2004,50.0,56.50625294,2,0.02,1.0,2.3191449284750045,48.843772729795425,15.0,Ouest,21,Petit,48.843772729795425,2.3191449284750045
RUE DE LA,1.0,15920.0,CA,1,Promenades ouvertes,14838.0,Square,1977,7140.0,664.48215355,0,6.28140703517588e-05,0.4484924623115578,2.3846683511129285,48.85968200657181,11.0,Est,48,Grand,48.85968200657181,2.3846683511129285
BOULEVARD,2.0,942.0,CA,1,Jardinets décoratifs,907.0,Jardinet,1911,853.0,202.03614983,0,0.0021231422505307855,0.9055201698513801,2.353594107086992,48.83079047600864,13.0,Sud,114,Petit,48.83079047600864,2.353594107086992
AVENUE DE LA,1.0,28.0,CA,0,Décorations sur la voie publique,23.0,Decoration,2019,28.0,23.07929517,2,0.03571428571428571,1.0,2.2552708124576735,48.845032451425375,16.0,Ouest,6,Petit,48.845032451425375,2.2552708124576735
IMPASSE,4.0,43.0,CP,0,Murs végétalisés,3.0,Murs vegetalises,2004,45.52628324056896,23.87133437,2,0.09302325581395349,1.0,2.3625923969228104,48.876850576005886,10.0,Est,21,Petit,48.876850576005886,2.3625923969228104
SQUARE,1.0,1613.0,CA,1,Promenades ouvertes,1701.0,Square,1862,832.0,236.67569449,0,0.0006199628022318661,0.5158090514569126,2.2751624617546624,48.864893945697006,16.0,Ouest,163,Moyen,48.864893945697006,2.2751624617546624
COURS LA,1.0,6801.0,CA,0,Promenades ouvertes,4708.0,Promenade,1927,5579.0,973.21012162,1,0.00014703720041170417,0.8203205410968976,2.314787772898707,48.8645290262141,8.0,Est,98,Moyen,48.8645290262141,2.314787772898707
RUE DU,2.0,43.0,CA,0,Murs végétalisés,0.0,Murs vegetalises,2008,45.52628324056896,3.19521749,2,0.046511627906976744,1.0,2.3607756844286714,48.866229990164335,3.0,Centre,17,Petit,48.866229990164335,2.3607756844286714
RUE,1.0,490.0,CA,1,Jardinets décoratifs,435.0,Jardinet,1974,490.0,228.39909063,0,0.0020408163265306124,1.0,2.2761937442634324,48.85182465964435,16.0,Ouest,51,Petit,48.85182465964435,2.2761937442634324
,1.0,1500.0,0,0,Périphérique,573.0,Talus,2015,1473.1645702866226,244.51561613,2,0.0006666666666666666,0.9821097135244151,2.301714715823165,48.89252217130432,17.0,Nord,10,Moyen,48.89252217130432,2.301714715823165
PLACE,10.0,474.0,CA,0,Décorations sur la voie publique,474.0,Jardiniere,2017,474.0,355.8230772,2,0.02109704641350211,1.0,2.3298324247105318,48.88318014181622,9.0,Est,8,Petit,48.88318014181622,2.3298324247105318
RUE DE L',0.0,950.0,CP,1,Jardins privatifs,2818.0,Promenade,2015,775.4925215450794,414.33881895,0,0.0,0.816307917415873,2.3409736455689156,48.82141952900194,14.0,Ouest,10,Petit,48.82141952900194,2.3409736455689156
RUE DES,1.0,160.0,CA,1,"Ephémères, partagés, pédagogiques",167.0,Jardin partage,2015,160.0,56.99594926,0,0.00625,1.0,2.395906097704738,48.87885238555958,19.0,Nord,10,Petit,48.87885238555958,2.395906097704738
RUE DU,1.0,280.0,0,1,"Ephémères, partagés, pédagogiques",177.0,Jardin partage,2008,280.0,90.06277876,0,0.0035714285714285713,1.0,2.3142386651541758,48.833630482768434,14.0,Ouest,17,Petit,48.833630482768434,2.3142386651541758
RUE,1.0,43.0,CP,0,Murs végétalisés,22.0,Murs vegetalises,2005,45.52628324056896,34.02478371,2,0.023255813953488372,1.0,2.373237032540179,48.8904187604371,19.0,Nord,20,Petit,48.8904187604371,2.373237032540179
RUE,4.0,75.0,CA,0,Décorations sur la voie publique,,Jardiniere,2024,75.0,181.36106644,2,0.05333333333333334,1.0,2.3285382520624593,48.831730328558436,14.0,Ouest,1,Petit,48.831730328558436,2.3285382520624593
RUE DES,1.0,270.0,CA,1,Jardinets décoratifs,254.0,Square,1969,251.0,75.78310621,0,0.003703703703703704,0.9296296296296296,2.355678866805705,48.8556228628375,4.0,Centre,56,Petit,48.8556228628375,2.355678866805705
PLACE,1.0,47.0,CA,0,Décorations sur la voie publique,55.0,Decoration,2019,47.0,29.69168382,2,0.02127659574468085,1.0,2.4003418290344807,48.864095407436956,20.0,Nord,6,Petit,48.864095407436956,2.4003418290344807
ALLEE DES,6.0,50.0,CA,0,Décorations sur la voie publique,46.0,Jardinet,2019,50.0,24.10899864,2,0.12,1.0,2.287835665822751,48.855760471504354,15.0,Ouest,6,Petit,48.855760471504354,2.287835665822751
SQUARE,2.0,31.0,CA,0,Décorations sur la voie publique,38.0,Jardiniere,2019,31.0,38.23552942,2,0.06451612903225806,1.0,2.3511823940234233,48.839119850270734,5.0,Est,6,Petit,48.839119850270734,2.3511823940234233
RUE,1.0,5803.0,CA,1,Promenades ouvertes,5501.0,Jardin,1986,3216.0,294.33200651,0,0.00017232465965879716,0.5541961054626917,2.390802182389128,48.853950130896294,11.0,Est,39,Moyen,48.853950130896294,2.390802182389128
RUE,1.0,11.0,CA,0,Décorations sur la voie publique,13.0,Decoration,2019,11.0,15.57998213,2,0.09090909090909091,1.0,2.3396279676876306,48.85105666890891,6.0,Est,6,Petit,48.85105666890891,2.3396279676876306
ALLEE,15.0,1000.0,CA,0,Décorations sur la voie publique,1013.0,Jardiniere,2019,1000.0,320.90603795,2,0.015,1.0,2.388099608136817,48.88417470394488,19.0,Nord,6,Moyen,48.88417470394488,2.388099608136817
RUE,2.0,184.0,CA,0,Décorations sur la voie publique,163.0,Jardiniere,2019,184.0,77.15669971,2,0.010869565217391304,1.0,2.3822206474762777,48.88477385887618,19.0,Nord,6,Petit,48.88477385887618,2.3822206474762777
RUE DES,5.0,510.0,CA,0,Décorations sur la voie publique,353.0,Jardiniere,2019,510.0,200.61127124,2,0.00980392156862745,1.0,2.4063710271720575,48.87522313239942,20.0,Nord,6,Petit,48.87522313239942,2.4063710271720575
RUE DU,1.0,16500.0,CP,1,Cimetières,16204.0,Cimetière,1808,260.0,592.38346396,0,6.0606060606060605e-05,1.0,2.4002855053669387,48.8748503541264,20.0,Nord,217,Grand,48.8748503541264,2.4002855053669387
RUE,2.0,16.0,CA,0,Décorations sur la voie publique,39.0,Jardiniere,2009,16.0,67.27013709,2,0.125,1.0,2.3407555490050855,48.872548922580926,9.0,Est,16,Petit,48.872548922580926,2.3407555490050855
BOULEVARD DE,4.0,48.0,CA,0,Décorations sur la voie publique,91.0,Jardiniere,2019,48.0,131.0033048,2,0.08333333333333333,1.0,2.3884543378555425,48.83906329561285,12.0,Sud,6,Petit,48.83906329561285,2.3884543378555425
PLACE DE LA,1.0,1825.0,CA,1,Promenades ouvertes,1911.0,Square,1931,1210.0,196.50910435,0,0.000547945205479452,0.663013698630137,2.2900518152772964,48.88611587313068,17.0,Nord,94,Moyen,48.88611587313068,2.2900518152772964
RUE DU,1.0,133.0,CA,0,Décorations sur la voie publique,139.0,Jardiniere,2019,133.0,103.50664399,2,0.007518796992481203,1.0,2.346544078180915,48.88742302547047,18.0,Nord,6,Petit,48.88742302547047,2.346544078180915
QUAI DE LA,1.0,1800.0,CA,0,Promenades ouvertes,1954.0,Promenade,2012,800.0,275.28996169,1,0.0005555555555555556,0.4444444444444444,2.381681966219804,48.898329265916594,19.0,Nord,13,Moyen,48.898329265916594,2.381681966219804
BOULEVARD,1.0,650.0,CA,0,Décorations sur la voie publique,617.0,Plate-bande,2019,650.0,215.96157311,2,0.0015384615384615385,1.0,2.286112004676923,48.85902490588824,16.0,Ouest,6,Petit,48.85902490588824,2.286112004676923
RUE,1.0,5000.0,CA,1,Promenades ouvertes,4627.0,Jardin,2016,5000.0,334.23721418,0,0.0002,1.0,2.377431051441464,48.89524116318082,19.0,Nord,9,Moyen,48.89524116318082,2.377431051441464
,1.0,1500.0,0,0,Périphérique,4128.0,Talus,2015,1473.1645702866226,1053.18279835,2,0.0006666666666666666,0.9821097135244151,2.3955909681011427,48.893270320745074,19.0,Nord,10,Moyen,48.893270320745074,2.3955909681011427
,1.0,1500.0,0,0,Périphérique,2119.0,Talus,2015,1473.1645702866226,425.41439911,2,0.0006666666666666666,0.9821097135244151,2.2925692292736057,48.887993157206374,17.0,Nord,10,Moyen,48.887993157206374,2.2925692292736057
,1.0,1500.0,0,0,Périphérique,172.0,Talus,2015,1473.1645702866226,50.39371659,2,0.0006666666666666666,0.9821097135244151,2.356330530487565,48.81577093705454,13.0,Sud,10,Moyen,48.81577093705454,2.356330530487565
,1.0,1500.0,0,0,Périphérique,1659.0,Talus,2015,1473.1645702866226,393.79216659,2,0.0006666666666666666,0.9821097135244151,2.3559039518587346,48.8165049437653,13.0,Sud,10,Moyen,48.8165049437653,2.3559039518587346
RUE,2.0,489.0,CP,0,Périphérique,490.0,Talus,2015,489.0,160.16493354,2,0.00408997955010225,1.0,2.280533983972564,48.87961013590914,17.0,Nord,10,Petit,48.87961013590914,2.280533983972564
,1.0,1500.0,0,0,Périphérique,2902.0,Talus,2015,1473.1645702866226,538.56163154,2,0.0006666666666666666,0.9821097135244151,2.2621559420441097,48.85974637779504,16.0,Ouest,10,Moyen,48.85974637779504,2.2621559420441097
RUE,8.0,685.0,CA,0,Décorations sur la voie publique,778.0,Jardiniere,2012,685.0,486.79377068,2,0.01167883211678832,1.0,2.3049939760597846,48.825547832923924,14.0,Ouest,13,Petit,48.825547832923924,2.3049939760597846
RUE,2.0,60.0,CA,0,Décorations sur la voie publique,58.0,Jardiniere,2019,60.0,106.50322185,2,0.03333333333333333,1.0,2.407021298738108,48.85525243048506,20.0,Nord,6,Petit,48.85525243048506,2.407021298738108
RUE DU,3.0,43.0,CA,0,Murs végétalisés,3.0,Murs vegetalises,2015,45.52628324056896,12.8718306,2,0.06976744186046512,1.0,2.399262817263757,48.87453680004502,20.0,Nord,10,Petit,48.87453680004502,2.399262817263757
RUE,1.0,10870.0,CA,1,Promenades ouvertes,11683.0,Jardin,2019,5933.828032136396,307.43501273,0,9.19963201471941e-05,0.5458903433428147,2.3106615668351607,48.827942424925524,14.0,Ouest,6,Grand,48.827942424925524,2.3106615668351607
RUE,1.0,120.0,CA,1,"Ephémères, partagés, pédagogiques",102.0,Jardin partage,2015,120.0,68.33482413,0,0.008333333333333333,1.0,2.3478416993505964,48.82138343585367,13.0,Sud,10,Petit,48.82138343585367,2.3478416993505964
RUE,1.0,110.0,0,1,"Ephémères, partagés, pédagogiques",59.0,Jardin partage,2013,110.0,181.36106644,0,0.00909090909090909,1.0,2.4084744724129643,48.857354200712635,20.0,Nord,12,Petit,48.857354200712635,2.4084744724129643
BOULEVARD,6.0,300.0,CA,0,Décorations sur la voie publique,325.0,Jardiniere,2018,300.0,104.42010108,2,0.02,1.0,2.3291729127995646,48.84339734960127,6.0,Est,7,Petit,48.84339734960127,2.3291729127995646
AVENUE DU,10.0,280.0,CA,0,Décorations sur la voie publique,277.0,Jardiniere,2019,280.0,181.36106644,2,0.03571428571428571,1.0,2.397579465198131,48.86387705034416,20.0,Nord,6,Petit,48.86387705034416,2.397579465198131
BOULEVARD,3.0,43.0,CA,0,Murs végétalisés,7.0,Murs vegetalises,2019,45.52628324056896,181.36106644,2,0.06976744186046512,1.0,2.3585582599541475,48.86845506645188,3.0,Centre,6,Petit,48.86845506645188,2.3585582599541475
RUE,1.0,16.0,CP,0,Murs végétalisés,,Murs vegetalises,2020,16.0,181.36106644,2,0.0625,1.0,2.342548458079605,48.845139463481146,5.0,Est,5,Petit,48.845139463481146,2.342548458079605
RUE DE,1.0,24.0,CA,0,Décorations sur la voie publique,23.0,Jardiniere,2020,24.0,181.36106644,2,0.041666666666666664,1.0,2.28997482237093,48.83366689372851,15.0,Ouest,5,Petit,48.83366689372851,2.28997482237093
RUE,1.0,25.0,0,0,Murs végétalisés,,Murs vegetalises,2019,25.0,181.36106644,2,0.04,1.0,2.346569189015524,48.87725161924538,9.0,Est,6,Petit,48.87725161924538,2.346569189015524
RUE,1.0,56.0,0,0,Murs végétalisés,,Murs vegetalises,2016,56.0,181.36106644,2,0.017857142857142856,1.0,2.405533610084289,48.83997831862375,12.0,Sud,9,Petit,48.83997831862375,2.405533610084289
RUE,1.0,58.0,0,0,Murs végétalisés,,Murs vegetalises,2015,58.0,181.36106644,2,0.017241379310344827,1.0,2.275674048279456,48.84385424257496,15.0,Ouest,10,Petit,48.84385424257496,2.275674048279456
RUE,3.0,30.0,CA,0,Décorations sur la voie publique,31.0,Jardiniere,2020,30.0,181.36106644,2,0.1,1.0,2.3411598253971104,48.89934539726677,18.0,Nord,5,Petit,48.89934539726677,2.3411598253971104
BOULEVARD DE,20.0,770.0,CA,0,Décorations sur la voie publique,772.0,Jardiniere,2020,770.0,181.36106644,2,0.025974025974025976,1.0,2.381796461948138,48.86837151889562,20.0,Nord,5,Petit,48.86837151889562,2.381796461948138
BOULEVARD,1.0,8.0,0,0,Murs végétalisés,,Murs vegetalises,2016,8.0,181.36106644,2,0.125,1.0,2.4114326732889446,48.85141396542929,20.0,Nord,9,Petit,48.85141396542929,2.4114326732889446
RUE DU,6.0,140.0,CA,0,Décorations sur la voie publique,144.0,Jardiniere,2020,140.0,181.36106644,2,0.04285714285714286,1.0,2.4162238054289684,48.84858800201378,20.0,Nord,5,Petit,48.84858800201378,2.4162238054289684
IMPASSE DE LA,2.0,43.0,CP,0,Murs végétalisés,,Murs vegetalises,2015,45.52628324056896,181.36106644,2,0.046511627906976744,1.0,2.3778357473865936,48.86707785495439,11.0,Est,10,Petit,48.86707785495439,2.3778357473865936
RUE,1.0,43.0,CP,0,Murs végétalisés,,Murs vegetalises,2015,45.52628324056896,181.36106644,2,0.023255813953488372,1.0,2.38399627308975,48.85151317977755,11.0,Est,10,Petit,48.85151317977755,2.38399627308975
RUE,1.0,136.0,CP,0,Décorations sur la voie publique,,Jardiniere,2019,135.1238033303368,181.36106644,2,0.0049390243902439025,0.9935573774289471,2.371129475351767,48.860043231141134,11.0,Est,6,Petit,48.860043231141134,2.371129475351767
RUE DE,0.0,81.0,CA,0,Décorations sur la voie publique,,Jardiniere,2022,81.0,181.36106644,2,0.0,1.0,2.3846072022122677,48.849883425250155,12.0,Sud,3,Petit,48.849883425250155,2.3846072022122677
RUE,6.0,275.0,CA,0,Décorations sur la voie publique,,Jardiniere,2023,275.0,181.36106644,2,0.02181818181818182,1.0,2.3614909020306944,48.82972937917255,13.0,Sud,2,Petit,48.82972937917255,2.3614909020306944
RUE,1.0,14096.0,CA,1,Promenades ouvertes,12553.0,Square,1982,9447.0,551.03646624,0,7.094211123723042e-05,0.6701901248581158,2.3385553469285667,48.892154131502195,18.0,Nord,43,Grand,48.892154131502195,2.3385553469285667
RUE DE LA,1.0,55580.0,CA,1,Promenades ouvertes,52716.0,Parc,1951,30250.0,1721.09564679,0,1.7992083483267364e-05,0.5442605253688377,2.355333077587579,48.81832105897381,13.0,Sud,74,Grand,48.81832105897381,2.355333077587579
PORT DU,1.0,1840.0,CP,1,Promenades ouvertes,1778.0,Archipel,2013,1017.0,462.62417206,0,0.0005434782608695652,0.5527173913043478,2.304656082944712,48.863111408605626,7.0,Est,12,Moyen,48.863111408605626,2.304656082944712
AVENUE,1.0,15500.0,CP,1,Promenades ouvertes,15469.0,Promenade,2019,8461.300321813627,1271.11004669,0,6.451612903225807e-05,0.5458903433428146,2.3177153289807686,48.82638636237898,14.0,Ouest,6,Grand,48.82638636237898,2.3177153289807686
AVENUE,1.0,40.0,0,0,Murs végétalisés,,Murs vegetalises,2016,40.0,181.36106644,2,0.025,1.0,2.3225896121723135,48.82169332265745,14.0,Ouest,9,Petit,48.82169332265745,2.3225896121723135
BOULEVARD,1.0,10.0,0,0,Murs végétalisés,,Murs vegetalises,2015,10.0,181.36106644,2,0.1,1.0,2.2745938439856888,48.86938492081824,16.0,Ouest,10,Petit,48.86938492081824,2.2745938439856888
CHAUSSEE DE LA,1.0,24.0,0,0,Murs végétalisés,,Murs vegetalises,2015,24.0,181.36106644,2,0.041666666666666664,1.0,2.2704787312381476,48.85803402673352,16.0,Ouest,10,Petit,48.85803402673352,2.2704787312381476
RUE,8.0,270.0,CA,0,Décorations sur la voie publique,271.0,Jardiniere,2014,270.0,311.63662121,2,0.02962962962962963,1.0,2.3111838975763392,48.82837223862219,14.0,Ouest,11,Petit,48.82837223862219,2.3111838975763392
RUE,1.0,67.0,CA,0,Décorations sur la voie publique,,Jardiniere,2023,67.0,181.36106644,2,0.0049390243902439025,1.0,2.339886730744027,48.85123207158263,6.0,Est,2,Petit,48.85123207158263,2.339886730744027
RUE DE LA,3.0,257.0,CA,0,Décorations sur la voie publique,257.0,Jardiniere,2022,257.0,181.36106644,2,0.011673151750972763,1.0,2.3489702888211945,48.82540420538451,13.0,Sud,3,Petit,48.82540420538451,2.3489702888211945
RUE,1.0,3757.0,CA,1,Promenades ouvertes,,Square,1906,1254.0,181.36106644,0,0.00026616981634282674,0.3337769496939047,2.3771179957314406,48.850424415044664,12.0,Sud,119,Moyen,48.850424415044664,2.3771179957314406
PLACE,13.0,5792.0,CA,0,Décorations sur la voie publique,,Jardiniere,2024,5792.0,181.36106644,2,0.002244475138121547,1.0,2.2825306552178177,48.87840272368488,17.0,Nord,1,Moyen,48.87840272368488,2.2825306552178177
RUE,2.0,94.0,CA,0,Décorations sur la voie publique,,Jardiniere,2022,94.0,181.36106644,2,0.02127659574468085,1.0,2.342053587114218,48.84315563001148,5.0,Est,3,Petit,48.84315563001148,2.342053587114218
RUE,8.0,116.0,CA,0,Décorations sur la voie publique,188.0,Jardiniere,2019,97.0,266.04440849,2,0.06896551724137931,0.8362068965517241,2.3457990466447205,48.84225486946466,5.0,Est,6,Petit,48.84225486946466,2.3457990466447205
RUE,1.0,136.0,CA,2,Décorations sur la voie publique,,Jardiniere,2019,135.1238033303368,181.36106644,2,0.0049390243902439025,0.9935573774289471,2.3456501245758794,48.838664369137334,13.0,Inconnue,6,Petit,48.838664369137334,2.3456501245758794
