adresse_typevoie,nb_entites,surface_totale_reelle,competence,presence_cloture,type_ev,poly_area,categorie,annee_ouverture,surface_horticole,perimeter,ouvert_ferme,densite_espaces,ratio_horticole,latitude,longitude,arrondissement,zone_paris,age_espace,taille_categorie,latitude_fixed,longitude_fixed
BOULEVARD DE,35.0,851.0,CA,0,Décorations sur la voie publique,852.0,Jardiniere,2019,851.0,854.46233355,2,0.041128084606345476,1.0,2.3458290681120286,48.83777643946934,5.0,Est,6,Petit,48.83777643946934,2.3458290681120286
PASSAGE DU,2.0,64.0,CA,0,Décorations sur la voie publique,60.0,Jardiniere,2019,64.0,61.57356645,2,0.03125,1.0,2.3937332017819233,48.854101548026556,11.0,Est,6,Petit,48.854101548026556,2.3937332017819233
RUE D,1.0,3030.0,CA,1,Promenades ouvertes,3075.0,Jardin,1981,2129.0,313.56879216,0,0.00033003300330033004,0.7026402640264027,2.3049795271502953,48.83604747105989,15.0,Ouest,44,Moyen,48.83604747105989,2.3049795271502953
RUE,1.0,450.0,CP,1,"Ephémères, partagés, pédagogiques",475.0,Jardin partage,2009,450.0,97.97407268,0,0.0022222222222222222,1.0,2.311476516926154,48.830840103856595,14.0,Ouest,16,Petit,48.830840103856595,2.311476516926154
AVENUE,5.0,1200.0,CA,1,Jardinets décoratifs,1284.0,Jardinet,1890,970.0,351.11343324,0,0.004166666666666667,0.8083333333333333,2.2761656669761936,48.86360192949324,16.0,Ouest,135,Moyen,48.86360192949324,2.2761656669761936
ALLEE,1.0,1950.0,CA,1,Promenades ouvertes,1994.0,Square,1992,1425.0,210.90182896,0,0.0005128205128205128,0.7307692307692307,2.3925730194921067,48.88580580768433,19.0,Nord,33,Moyen,48.88580580768433,2.3925730194921067
RUE DE L',9.0,158.0,CA,0,Décorations sur la voie publique,121.0,Plate-bande,2019,158.0,237.19114349,2,0.056962025316455694,1.0,2.2861565476684516,48.85715106507474,16.0,Ouest,6,Petit,48.85715106507474,2.2861565476684516
RUE,1.0,1140.0,CA,1,"Ephémères, partagés, pédagogiques",1101.0,Jardin partage,2013,1140.0,141.06191651,0,0.0008771929824561404,1.0,2.3776325745583224,48.89539441789057,19.0,Nord,12,Moyen,48.89539441789057,2.3776325745583224
PLACE DE LA,1.0,2000.0,CP,1,"Ephémères, partagés, pédagogiques",2107.0,Jardin partage,2009,2000.0,295.59999276,0,0.0005,1.0,2.388199439044569,48.891079221328894,19.0,Nord,16,Moyen,48.891079221328894,2.388199439044569
,1.0,1500.0,0,0,Périphérique,1333.0,Talus,2015,1473.1645702866226,712.03500094,2,0.0006666666666666666,0.9821097135244151,2.398225101037806,48.88456107224486,19.0,Nord,10,Moyen,48.88456107224486,2.398225101037806
RUE,1.0,3300.0,CA,1,Promenades ouvertes,3237.0,Square,2006,2272.0,223.20496995,0,0.00030303030303030303,0.6884848484848485,2.394182461701178,48.86543086001217,20.0,Nord,19,Moyen,48.86543086001217,2.394182461701178
,1.0,1500.0,0,0,Périphérique,1336.0,Talus,2015,1473.1645702866226,261.86133933,2,0.0006666666666666666,0.9821097135244151,2.4033569883110384,48.83140358582711,12.0,Sud,10,Moyen,48.83140358582711,2.4033569883110384
,1.0,1500.0,0,0,Périphérique,266.0,Talus,2015,1473.1645702866226,174.61610388,2,0.0006666666666666666,0.9821097135244151,2.3912502569970635,48.828819635672275,12.0,Sud,10,Moyen,48.828819635672275,2.3912502569970635
,1.0,1500.0,0,0,Périphérique,959.0,Talus,2015,1473.1645702866226,271.07174907,2,0.0006666666666666666,0.9821097135244151,2.360206192162675,48.899970953511385,18.0,Nord,10,Moyen,48.899970953511385,2.360206192162675
,1.0,1500.0,0,0,Périphérique,1840.0,Talus,2015,1473.1645702866226,833.31434367,2,0.0006666666666666666,0.9821097135244151,2.2704170898020224,48.86856659016351,16.0,Ouest,10,Moyen,48.86856659016351,2.2704170898020224
RUE DE,1.0,500.0,0,1,"Ephémères, partagés, pédagogiques",383.0,Jardin partage,2013,500.0,181.36106644,0,0.002,1.0,2.393298007832653,48.8426028146133,12.0,Sud,12,Petit,48.8426028146133,2.393298007832653
RUE DE L',1.0,97.0,0,1,"Ephémères, partagés, pédagogiques",125.0,Jardin partage,2007,97.0,75.82153542,0,0.010309278350515464,1.0,2.357594511864931,48.822481747728375,13.0,Sud,18,Petit,48.822481747728375,2.357594511864931
RUE,1.0,113.0,CA,1,"Ephémères, partagés, pédagogiques",104.0,Jardin partage,2013,113.0,44.17129216,0,0.008849557522123894,1.0,2.275982689679235,48.84364964864439,15.0,Ouest,12,Petit,48.84364964864439,2.275982689679235
AVENUE DE LA,1.0,300.0,0,1,"Ephémères, partagés, pédagogiques",284.0,Jardin partage,2014,300.0,181.36106644,0,0.0033333333333333335,1.0,2.3426088552582356,48.89913320464548,18.0,Nord,11,Petit,48.89913320464548,2.3426088552582356
BOULEVARD,1.0,4990.0,CP,1,Promenades ouvertes,9570.0,Promenade,2018,3575.0,181.36106644,0,0.0002004008016032064,0.7164328657314629,2.260815610202734,48.84960380213592,16.0,Ouest,7,Moyen,48.84960380213592,2.260815610202734
AVENUE DU,5.0,70.0,CA,0,Décorations sur la voie publique,70.0,Jardinet,2019,70.0,147.399831,2,0.07142857142857142,1.0,2.2823966003679432,48.85636529406921,16.0,Ouest,6,Petit,48.85636529406921,2.2823966003679432
RUE,13.0,510.0,CA,0,Décorations sur la voie publique,468.0,Jardiniere,2019,510.0,181.36106644,2,0.025490196078431372,1.0,2.298093295836095,48.839657107046364,15.0,Ouest,6,Petit,48.839657107046364,2.298093295836095
PLACE,3.0,130.0,CA,0,Décorations sur la voie publique,105.0,Jardiniere,2018,130.0,83.15535888,2,0.023076923076923078,1.0,2.3135182827396776,48.82683815551913,14.0,Ouest,7,Petit,48.82683815551913,2.3135182827396776
RUE,3.0,43.0,CA,0,Murs végétalisés,,Murs vegetalises,2019,45.52628324056896,181.36106644,2,0.06976744186046512,1.0,2.336207351519123,48.88137401377302,9.0,Est,6,Petit,48.88137401377302,2.336207351519123
PLACE D',1.0,10.0,0,0,Murs végétalisés,,Murs vegetalises,2017,10.0,181.36106644,2,0.1,1.0,2.331182229597741,48.87684858213522,9.0,Est,8,Petit,48.87684858213522,2.331182229597741
RUE DU,1.0,19.0,0,0,Murs végétalisés,,Murs vegetalises,2015,19.0,181.36106644,2,0.05263157894736842,1.0,2.353951931803362,48.826959496835975,13.0,Sud,10,Petit,48.826959496835975,2.353951931803362
RUE DE,1.0,11.0,0,0,Murs végétalisés,,Murs vegetalises,2017,11.0,181.36106644,2,0.09090909090909091,1.0,2.323464833753042,48.82799642988286,14.0,Ouest,8,Petit,48.82799642988286,2.323464833753042
RUE,1.0,6.0,0,0,Murs végétalisés,,Murs vegetalises,2018,6.0,181.36106644,2,0.16666666666666666,1.0,2.306947092971932,48.828668232549674,14.0,Ouest,7,Petit,48.828668232549674,2.306947092971932
RUE,1.0,18.0,0,0,Murs végétalisés,,Murs vegetalises,2018,18.0,181.36106644,2,0.05555555555555555,1.0,2.271926570923772,48.837418363693615,15.0,Ouest,7,Petit,48.837418363693615,2.271926570923772
RUE DE,1.0,60.0,0,0,Murs végétalisés,,Murs vegetalises,2017,60.0,181.36106644,2,0.016666666666666666,1.0,2.405701181515906,48.860961179100194,20.0,Nord,8,Petit,48.860961179100194,2.405701181515906
RUE DES,1.0,160.0,0,0,Murs végétalisés,,Murs vegetalises,2015,160.0,181.36106644,2,0.00625,1.0,2.3845179622853974,48.8716213781605,20.0,Nord,10,Petit,48.8716213781605,2.3845179622853974
RUE DE,1.0,2280.0,CA,1,Promenades ouvertes,2863.0,Jardin,1976,1760.0,235.57133148,0,0.0004385964912280702,0.7719298245614035,2.282005267100305,48.837190668700394,15.0,Ouest,49,Moyen,48.837190668700394,2.282005267100305
RUE DE,1.0,12874.0,CA,1,Promenades ouvertes,12939.0,Square,1936,4949.0,492.88783488,0,7.767593599502873e-05,0.38441820723939724,2.40387643720743,48.84934688309112,20.0,Nord,89,Grand,48.84934688309112,2.40387643720743
RUE DE,1.0,3500.0,CP,1,Promenades ouvertes,3563.0,Jardin,2014,2500.0,261.03676181,0,0.00028571428571428574,0.7142857142857143,2.321412373857342,48.85063025767801,7.0,Est,11,Moyen,48.85063025767801,2.321412373857342
RUE DE LA,1.0,171.0,0,0,Murs végétalisés,,Murs vegetalises,2018,171.0,181.36106644,2,0.005847953216374269,1.0,2.391892863115066,48.897506063124915,19.0,Nord,7,Petit,48.897506063124915,2.391892863115066
RUE,12.0,329.0,CA,0,Décorations sur la voie publique,,Jardiniere,2024,329.0,181.36106644,2,0.0364741641337386,1.0,2.3753659435416545,48.88829673663354,19.0,Nord,1,Petit,48.88829673663354,2.3753659435416545
RUE,10.0,301.0,CA,0,Décorations sur la voie publique,,Jardiniere,2024,301.0,181.36106644,2,0.03322259136212625,1.0,2.351192503524791,48.882832055826185,10.0,Est,1,Petit,48.882832055826185,2.351192503524791
RUE,1.0,136.0,CA,0,Décorations sur la voie publique,,Jardiniere,2019,135.1238033303368,181.36106644,2,0.0049390243902439025,0.9935573774289471,2.385296129382733,48.85155714685136,11.0,Est,6,Petit,48.85155714685136,2.385296129382733
RUE,6.0,406.0,CA,2,Décorations sur la voie publique,,Jardiniere,2023,406.0,181.36106644,2,0.014778325123152709,1.0,2.3585876557823893,48.81844885839675,13.0,Sud,2,Petit,48.81844885839675,2.3585876557823893
RUE,2.0,260.0,CA,2,Décorations sur la voie publique,,Jardiniere,2023,260.0,181.36106644,2,0.007692307692307693,1.0,2.3995506159425917,48.87032806321827,20.0,Nord,2,Petit,48.87032806321827,2.3995506159425917
RUE,5.0,195.0,CA,2,Décorations sur la voie publique,,Jardiniere,2023,195.0,181.36106644,2,0.02564102564102564,1.0,2.3705577128152737,48.860512980006455,11.0,Est,2,Petit,48.860512980006455,2.3705577128152737
RUE,3.0,125.0,CA,0,Décorations sur la voie publique,,Jardiniere,2023,125.0,181.36106644,2,0.024,1.0,2.3678886784082795,48.82819479719337,13.0,Sud,2,Petit,48.82819479719337,2.3678886784082795
PLACE DE LA,3.0,130.0,CA,0,Décorations sur la voie publique,132.0,Jardiniere,2020,130.0,181.36106644,2,0.023076923076923078,1.0,2.3586611173993295,48.884699624160284,18.0,Nord,5,Petit,48.884699624160284,2.3586611173993295
RUE D',1.0,1210.0,CA,0,Promenades ouvertes,1384.0,Promenade,2019,1000.0,440.42811546,2,0.0008264462809917355,0.8264462809917356,2.370983103111843,48.89492622568482,19.0,Nord,6,Moyen,48.89492622568482,2.370983103111843
RUE,2.0,136.0,CP,0,Décorations sur la voie publique,50.0,Jardiniere,2023,135.1238033303368,181.36106644,2,0.014705882352941176,0.9935573774289471,2.3419369643526946,48.84812265394227,5.0,Est,2,Petit,48.84812265394227,2.3419369643526946
RUE,1.0,136.0,CA,2,Décorations sur la voie publique,,Jardiniere,2019,135.1238033303368,181.36106644,2,0.0049390243902439025,0.9935573774289471,2.352206238924302,48.821578407090286,13.0,Sud,6,Petit,48.821578407090286,2.352206238924302
RUE DE,1.0,1209.0,CA,1,Promenades ouvertes,1727.0,Jardin,1987,445.0,326.38125769,0,0.0008271298593879239,0.3680727874276261,2.3080329424838375,48.857380528778556,7.0,Est,38,Moyen,48.857380528778556,2.3080329424838375
RUE,1.0,136.0,CA,2,Décorations sur la voie publique,,CA,2019,135.1238033303368,181.36106644,2,0.0049390243902439025,0.9935573774289471,2.351708987913681,48.87929098336551,10.0,Est,6,Petit,48.87929098336551,2.351708987913681
RUE,1.0,136.0,CA,2,Décorations sur la voie publique,,Jardiniere,2019,135.1238033303368,181.36106644,2,0.0049390243902439025,0.9935573774289471,2.3667199069690037,48.827739721892854,13.0,Sud,6,Petit,48.827739721892854,2.3667199069690037
RUE,1.0,136.0,CA,2,Décorations sur la voie publique,,Jardiniere,2019,135.1238033303368,181.36106644,2,0.0049390243902439025,0.9935573774289471,2.3233724085731793,48.83962320014409,14.0,Ouest,6,Petit,48.83962320014409,2.3233724085731793
PLACE,1.0,136.0,CA,2,Décorations sur la voie publique,,CA,2019,135.1238033303368,181.36106644,2,0.0049390243902439025,0.9935573774289471,2.3175261646711913,48.84455435331653,15.0,Ouest,6,Petit,48.84455435331653,2.3175261646711913
RUE,1.0,136.0,CA,2,Décorations sur la voie publique,,Jardiniere,2019,135.1238033303368,181.36106644,2,0.0049390243902439025,0.9935573774289471,2.28844335256512,48.88430723380266,17.0,Nord,6,Petit,48.88430723380266,2.28844335256512
AVENUE DES,1.0,8065.0,CP,0,Promenades ouvertes,,Jardin,1928,4402.605619059801,181.36106644,1,0.00012399256044637322,0.5458903433428147,2.3164654993774594,48.86541320990373,8.0,Est,97,Moyen,48.86541320990373,2.3164654993774594
PLACE,5.0,150.0,CA,0,Décorations sur la voie publique,138.0,Jardiniere,2019,150.0,146.78939716,2,0.03333333333333333,1.0,2.3008050307736343,48.886832491019085,17.0,Nord,6,Petit,48.886832491019085,2.3008050307736343
RUE,1.0,48.0,CA,0,Décorations sur la voie publique,39.0,Jardiniere,2019,18.0,26.680484,2,0.020833333333333332,0.375,2.3491245640616474,48.8660436785327,2.0,Centre,6,Petit,48.8660436785327,2.3491245640616474
RUE,7.0,126.0,CA,2,Décorations sur la voie publique,,Jardiniere,2024,126.0,181.36106644,2,0.05555555555555555,1.0,2.35255537291261,48.889034649654654,18.0,Nord,1,Petit,48.889034649654654,2.35255537291261
